componente,date,value
Fruit and vegetables juices,2021/06,0
Fruit and vegetables juices,2021/07,0
Fruit and vegetables juices,2021/08,0
Fruit and vegetables juices,2021/09,0
Fruit and vegetables juices,2021/10,0
Alcoholic beverages,2020/01,0.02
Alcoholic beverages,2020/02,0.01
Alcoholic beverages,2020/03,0.01
Alcoholic beverages,2020/04,0.01
Alcoholic beverages,2020/05,0.01
Alcoholic beverages,2020/06,0.01
Alcoholic beverages,2020/07,0
Alcoholic beverages,2020/08,0
Alcoholic beverages,2020/09,0
Alcoholic beverages,2020/10,0
Alcoholic beverages,2020/11,0
Alcoholic beverages,2020/12,0
Alcoholic beverages,2021/01,0.01
Alcoholic beverages,2021/02,0.01
Alcoholic beverages,2021/03,0.01
Alcoholic beverages,2021/04,0.02
Alcoholic beverages,2021/05,0.01
Alcoholic beverages,2021/06,0.01
Alcoholic beverages,2021/07,0.029999999999999999
Alcoholic beverages,2021/08,0.029999999999999999
Alcoholic beverages,2021/09,0.029999999999999999
Alcoholic beverages,2021/10,0.029999999999999999
Spirits,2020/01,0.01
Spirits,2020/02,0.01
Spirits,2020/03,0.01
Spirits,2020/04,0
Spirits,2020/05,0
Spirits,2020/06,0
Spirits,2020/07,0
Spirits,2020/08,0
Spirits,2020/09,0
Spirits,2020/10,0
Spirits,2020/11,0
Spirits,2020/12,0
Spirits,2021/01,0
Spirits,2021/02,0.01
Spirits,2021/03,0
Spirits,2021/04,0.01
Spirits,2021/05,0
Spirits,2021/06,0
Spirits,2021/07,0.01
Spirits,2021/08,0.01
Spirits,2021/09,0.01
Spirits,2021/10,0.01
Spirits and liqueurs,2020/01,0.01
Spirits and liqueurs,2020/02,0.01
Spirits and liqueurs,2020/03,0.01
Spirits and liqueurs,2020/04,0
Spirits and liqueurs,2020/05,0
Spirits and liqueurs,2020/06,0
Spirits and liqueurs,2020/07,0
Spirits and liqueurs,2020/08,0
Spirits and liqueurs,2020/09,0
Spirits and liqueurs,2020/10,0
Spirits and liqueurs,2020/11,0
Spirits and liqueurs,2020/12,0
Spirits and liqueurs,2021/01,0
Spirits and liqueurs,2021/02,0.01
Spirits and liqueurs,2021/03,0
Spirits and liqueurs,2021/04,0
Spirits and liqueurs,2021/05,0
Spirits and liqueurs,2021/06,0
Spirits and liqueurs,2021/07,0.01
Spirits and liqueurs,2021/08,0.01
Spirits and liqueurs,2021/09,0.01
Spirits and liqueurs,2021/10,0.01
Alcoholic soft drinks,2020/01,0
Alcoholic soft drinks,2020/02,0
Alcoholic soft drinks,2020/03,0
Alcoholic soft drinks,2020/04,0
Alcoholic soft drinks,2020/05,0
Alcoholic soft drinks,2020/06,0
Alcoholic soft drinks,2020/07,0
Alcoholic soft drinks,2020/08,0
Alcoholic soft drinks,2020/09,0
Alcoholic soft drinks,2020/10,0
Alcoholic soft drinks,2020/11,0
Alcoholic soft drinks,2020/12,0
Alcoholic soft drinks,2021/01,0
Alcoholic soft drinks,2021/02,0
Alcoholic soft drinks,2021/03,0
Alcoholic soft drinks,2021/04,0
Alcoholic soft drinks,2021/05,0
Alcoholic soft drinks,2021/06,0
Alcoholic soft drinks,2021/07,0
Alcoholic soft drinks,2021/08,0
Alcoholic soft drinks,2021/09,0
Alcoholic soft drinks,2021/10,0
Wine,2020/01,0.01
Wine,2020/02,0
Wine,2020/03,0.01
Wine,2020/04,0.01
Wine,2020/05,0.01
Wine,2020/06,0.01
Wine,2020/07,0
Wine,2020/08,0
Wine,2020/09,0
Wine,2020/10,0
Wine,2020/11,0
Wine,2020/12,0
Wine,2021/01,0
Wine,2021/02,0
Wine,2021/03,0
Wine,2021/04,0.01
Wine,2021/05,0
Wine,2021/06,0
Wine,2021/07,0.01
Wine,2021/08,0.01
Wine,2021/09,0.01
Wine,2021/10,0.01
Wine from grapes,2020/01,0.01
Wine from grapes,2020/02,0
Wine from grapes,2020/03,0.01
Wine from grapes,2020/04,0.01
Wine from grapes,2020/05,0.01
Wine from grapes,2020/06,0.01
Wine from grapes,2020/07,0
Wine from grapes,2020/08,0
Wine from grapes,2020/09,0
Wine from grapes,2020/10,0
Wine from grapes,2020/11,0
Wine from grapes,2020/12,0
Wine from grapes,2021/01,0
Wine from grapes,2021/02,0
Wine from grapes,2021/03,0
Wine from grapes,2021/04,0
Wine from grapes,2021/05,0
Wine from grapes,2021/06,0
Wine from grapes,2021/07,0.01
Wine from grapes,2021/08,0.01
Wine from grapes,2021/09,0.01
Wine from grapes,2021/10,0.01
Wine from other fruits,2020/01,0
Wine from other fruits,2020/02,0
Wine from other fruits,2020/03,0
Wine from other fruits,2020/04,0
Wine from other fruits,2020/05,0
Wine from other fruits,2020/06,0
Wine from other fruits,2020/07,0
Wine from other fruits,2020/08,0
Wine from other fruits,2020/09,0
Wine from other fruits,2020/10,0
Wine from other fruits,2020/11,0
Wine from other fruits,2020/12,0
Wine from other fruits,2021/01,0
Wine from other fruits,2021/02,0
Wine from other fruits,2021/03,0
Wine from other fruits,2021/04,0
Wine from other fruits,2021/05,0
Wine from other fruits,2021/06,0
Wine from other fruits,2021/07,0
Wine from other fruits,2021/08,0
Wine from other fruits,2021/09,0
Wine from other fruits,2021/10,0
Fortified wines,2020/01,0
Fortified wines,2020/02,0
Fortified wines,2020/03,0
Fortified wines,2020/04,0
Fortified wines,2020/05,0
Fortified wines,2020/06,0
Fortified wines,2020/07,0
Fortified wines,2020/08,0
Fortified wines,2020/09,0
Fortified wines,2020/10,0
Fortified wines,2020/11,0
Fortified wines,2020/12,0
Fortified wines,2021/01,0
Fortified wines,2021/02,0
Fortified wines,2021/03,0
Fortified wines,2021/04,0
Fortified wines,2021/05,0
Fortified wines,2021/06,0
Fortified wines,2021/07,0
Fortified wines,2021/08,0
Fortified wines,2021/09,0
Fortified wines,2021/10,0
Wine-based drinks,2020/01,0
Wine-based drinks,2020/02,0
Wine-based drinks,2020/03,0
Wine-based drinks,2020/04,0
Wine-based drinks,2020/05,0
Wine-based drinks,2020/06,0
Wine-based drinks,2020/07,0
Wine-based drinks,2020/08,0
Wine-based drinks,2020/09,0
Wine-based drinks,2020/10,0
Wine-based drinks,2020/11,0
Wine-based drinks,2020/12,0
Wine-based drinks,2021/01,0
Wine-based drinks,2021/02,0
Wine-based drinks,2021/03,0
Wine-based drinks,2021/04,0
Wine-based drinks,2021/05,0
Wine-based drinks,2021/06,0
Wine-based drinks,2021/07,0
Wine-based drinks,2021/08,0
Wine-based drinks,2021/09,0
Wine-based drinks,2021/10,0
Beer,2020/01,0.01
Beer,2020/02,0
Beer,2020/03,0
Beer,2020/04,0
Beer,2020/05,0
Beer,2020/06,0
Beer,2020/07,0
Beer,2020/08,0
Beer,2020/09,0
Beer,2020/10,0
Beer,2020/11,0
Beer,2020/12,0
Beer,2021/01,0
Beer,2021/02,0.01
Beer,2021/03,0.01
Beer,2021/04,0.01
Beer,2021/05,0
Beer,2021/06,0
Beer,2021/07,0.01
Beer,2021/08,0.01
Beer,2021/09,0.01
Beer,2021/10,0.01
Lager beer,2020/01,0
Lager beer,2020/02,0
Lager beer,2020/03,0
Lager beer,2020/04,0
Lager beer,2020/05,0
Lager beer,2020/06,0
Lager beer,2020/07,0
Lager beer,2020/08,0
Lager beer,2020/09,0
Lager beer,2020/10,0
Lager beer,2020/11,0
Lager beer,2020/12,0
Lager beer,2021/01,0
Lager beer,2021/02,0
Lager beer,2021/03,0.01
Lager beer,2021/04,0
Lager beer,2021/05,0
Lager beer,2021/06,0
Lager beer,2021/07,0.01
Lager beer,2021/08,0.01
Lager beer,2021/09,0.01
Lager beer,2021/10,0.01
Other alcoholic beer,2020/01,0
Other alcoholic beer,2020/02,0
Other alcoholic beer,2020/03,0
Other alcoholic beer,2020/04,0
Other alcoholic beer,2020/05,0
Other alcoholic beer,2020/06,0
Other alcoholic beer,2020/07,0
Other alcoholic beer,2020/08,0
Other alcoholic beer,2020/09,0
Other alcoholic beer,2020/10,0
Other alcoholic beer,2020/11,0
Other alcoholic beer,2020/12,0
Other alcoholic beer,2021/01,0
Other alcoholic beer,2021/02,0
Other alcoholic beer,2021/03,0
Other alcoholic beer,2021/04,0
Other alcoholic beer,2021/05,0
Other alcoholic beer,2021/06,0
Other alcoholic beer,2021/07,0
Other alcoholic beer,2021/08,0
Other alcoholic beer,2021/09,0
Other alcoholic beer,2021/10,0
Low and non-alcoholic beer,2020/01,0
Low and non-alcoholic beer,2020/02,0
Low and non-alcoholic beer,2020/03,0
Low and non-alcoholic beer,2020/04,0
Low and non-alcoholic beer,2020/05,0
Low and non-alcoholic beer,2020/06,0
Low and non-alcoholic beer,2020/07,0
Low and non-alcoholic beer,2020/08,0
Low and non-alcoholic beer,2020/09,0
Low and non-alcoholic beer,2020/10,0
Low and non-alcoholic beer,2020/11,0
Low and non-alcoholic beer,2020/12,0
Low and non-alcoholic beer,2021/01,0
Low and non-alcoholic beer,2021/02,0
Low and non-alcoholic beer,2021/03,0
Low and non-alcoholic beer,2021/04,0
Low and non-alcoholic beer,2021/05,0
Low and non-alcoholic beer,2021/06,0
Low and non-alcoholic beer,2021/07,0
Low and non-alcoholic beer,2021/08,0
Low and non-alcoholic beer,2021/09,0
Low and non-alcoholic beer,2021/10,0
Beer-based drinks,2020/01,0
Beer-based drinks,2020/02,0
Beer-based drinks,2020/03,0
Beer-based drinks,2020/04,0
Beer-based drinks,2020/05,0
Beer-based drinks,2020/06,0
Beer-based drinks,2020/07,0
Beer-based drinks,2020/08,0
Beer-based drinks,2020/09,0
Beer-based drinks,2020/10,0
Beer-based drinks,2020/11,0
Beer-based drinks,2020/12,0
Beer-based drinks,2021/01,0
Beer-based drinks,2021/02,0
Beer-based drinks,2021/03,0
Beer-based drinks,2021/04,0
Beer-based drinks,2021/05,0
Beer-based drinks,2021/06,0
Beer-based drinks,2021/07,0
Beer-based drinks,2021/08,0
Beer-based drinks,2021/09,0
Beer-based drinks,2021/10,0
Cigarettes,2020/01,0.10000000000000001
Cigarettes,2020/02,0.089999999999999997
Cigarettes,2020/03,0.080000000000000002
Cigarettes,2020/04,0.089999999999999997
Cigarettes,2020/05,0.089999999999999997
Cigarettes,2020/06,0.11
Cigarettes,2020/07,0.11
Cigarettes,2020/08,0.11
Cigarettes,2020/09,0.11
Cigarettes,2020/10,0.11
Cigarettes,2020/11,0.10000000000000001
Cigarettes,2020/12,0.10000000000000001
Cigarettes,2021/01,0.10000000000000001
Cigarettes,2021/02,0.10000000000000001
Cigarettes,2021/03,0.080000000000000002
Cigarettes,2021/04,0.080000000000000002
Cigarettes,2021/05,0.070000000000000007
Cigarettes,2021/06,0.059999999999999998
Cigarettes,2021/07,0.059999999999999998
Cigarettes,2021/08,0.059999999999999998
Cigarettes,2021/09,0.059999999999999998
Cigarettes,2021/10,0.059999999999999998
Cigars,2020/01,0
Cigars,2020/02,0
Cigars,2020/03,0
Cigars,2020/04,0
Cigars,2020/05,0
Cigars,2020/06,0
Cigars,2020/07,0
Cigars,2020/08,0
Cigars,2020/09,0
Cigars,2020/10,0
Cigars,2020/11,0
Cigars,2020/12,0
Cigars,2021/01,0
Cigars,2021/02,0
Cigars,2021/03,0
Cigars,2021/04,0
Cigars,2021/05,0
Cigars,2021/06,0
Cigars,2021/07,0
Cigars,2021/08,0
Cigars,2021/09,0
Cigars,2021/10,0
Other tobacco products,2020/01,0.02
Other tobacco products,2020/02,0.02
Other tobacco products,2020/03,0.02
Other tobacco products,2020/04,0.02
Other tobacco products,2020/05,0.029999999999999999
Other tobacco products,2020/06,0.02
Other tobacco products,2020/07,0.029999999999999999
Other tobacco products,2020/08,0.029999999999999999
Other tobacco products,2020/09,0.02
Other tobacco products,2020/10,0.02
Other tobacco products,2020/11,0.02
Other tobacco products,2020/12,0.02
Other tobacco products,2021/01,0.02
Other tobacco products,2021/02,0.02
Other tobacco products,2021/03,0.02
Other tobacco products,2021/04,0.02
Other tobacco products,2021/05,0.02
Other tobacco products,2021/06,0.02
Other tobacco products,2021/07,0.02
Other tobacco products,2021/08,0.02
Other tobacco products,2021/09,0.02
Other tobacco products,2021/10,0.02
Clothing,2020/01,0.050000000000000003
Clothing,2020/02,0.059999999999999998
Clothing,2020/03,0.050000000000000003
Clothing,2020/04,0
Clothing,2020/05,-0.02
Clothing,2020/06,-0.029999999999999999
Clothing,2020/07,0.29999999999999999
Clothing,2020/08,-0.02
Clothing,2020/09,-0.059999999999999998
Clothing,2020/10,-0.02
Clothing,2020/11,-0.040000000000000001
Clothing,2020/12,-0.10000000000000001
Clothing,2021/01,0.14999999999999999
Clothing,2021/02,0.080000000000000002
Clothing,2021/03,-0.050000000000000003
Clothing,2021/04,-0.02
Clothing,2021/05,0.02
Clothing,2021/06,0.089999999999999997
Clothing,2021/07,-0.11
Clothing,2021/08,0.19
Clothing,2021/09,0.080000000000000002
Clothing,2021/10,0.029999999999999999
Clothing materials,2020/01,0
Clothing materials,2020/02,0
Clothing materials,2020/03,0
Clothing materials,2020/04,0
Clothing materials,2020/05,0
Clothing materials,2020/06,0
Clothing materials,2020/07,0
Clothing materials,2020/08,0
Clothing materials,2020/09,0
Clothing materials,2020/10,0
Clothing materials,2020/11,0
Clothing materials,2020/12,0
Clothing materials,2021/01,0
Clothing materials,2021/02,0
Clothing materials,2021/03,0
Clothing materials,2021/04,0
Clothing materials,2021/05,0
Clothing materials,2021/06,0
Clothing materials,2021/07,0
Clothing materials,2021/08,0
Clothing materials,2021/09,0
Clothing materials,2021/10,0
Garments,2020/01,0.040000000000000001
Garments,2020/02,0.050000000000000003
Garments,2020/03,0.050000000000000003
Garments,2020/04,-0.01
Garments,2020/05,-0.02
Garments,2020/06,-0.029999999999999999
Garments,2020/07,0.28999999999999998
Garments,2020/08,-0.02
Garments,2020/09,-0.059999999999999998
Garments,2020/10,-0.02
Garments,2020/11,-0.040000000000000001
Garments,2020/12,-0.10000000000000001
Garments,2021/01,0.14000000000000001
Garments,2021/02,0.080000000000000002
Garments,2021/03,-0.050000000000000003
Garments,2021/04,-0.02
Garments,2021/05,0.02
Garments,2021/06,0.080000000000000002
Garments,2021/07,-0.11
Garments,2021/08,0.17000000000000001
Garments,2021/09,0.070000000000000007
Garments,2021/10,0.029999999999999999
Garments for men,2020/01,0.01
Garments for men,2020/02,0.01
Garments for men,2020/03,0.02
Garments for men,2020/04,0
Garments for men,2020/05,-0.02
Garments for men,2020/06,-0.02
Garments for men,2020/07,0.080000000000000002
Garments for men,2020/08,-0.01
Garments for men,2020/09,-0.02
Garments for men,2020/10,-0.01
Garments for men,2020/11,-0.02
Garments for men,2020/12,-0.040000000000000001
Garments for men,2021/01,0.040000000000000001
Garments for men,2021/02,0.01
Garments for men,2021/03,-0.02
Garments for men,2021/04,-0.01
Garments for men,2021/05,0.01
Garments for men,2021/06,0.029999999999999999
Garments for men,2021/07,-0.02
Garments for men,2021/08,0.059999999999999998
Garments for men,2021/09,0.02
Garments for men,2021/10,0.01
Garments for women,2020/01,0.02
Garments for women,2020/02,0.029999999999999999
Garments for women,2020/03,0.02
Garments for women,2020/04,-0.01
Garments for women,2020/05,0
Garments for women,2020/06,-0.01
Garments for women,2020/07,0.14000000000000001
Garments for women,2020/08,0
Garments for women,2020/09,-0.029999999999999999
Garments for women,2020/10,0
Garments for women,2020/11,-0.02
Garments for women,2020/12,-0.050000000000000003
Garments for women,2021/01,0.080000000000000002
Garments for women,2021/02,0.040000000000000001
Garments for women,2021/03,-0.02
Garments for women,2021/04,-0.01
Garments for women,2021/05,0
Garments for women,2021/06,0.040000000000000001
Garments for women,2021/07,-0.050000000000000003
Garments for women,2021/08,0.080000000000000002
Garments for women,2021/09,0.029999999999999999
Garments for women,2021/10,0
Garments for infants (0 to 2 years) and children (3 to 13 years),2020/01,0.01
Garments for infants (0 to 2 years) and children (3 to 13 years),2020/02,0.01
Garments for infants (0 to 2 years) and children (3 to 13 years),2020/03,0.01
Garments for infants (0 to 2 years) and children (3 to 13 years),2020/04,0
Garments for infants (0 to 2 years) and children (3 to 13 years),2020/05,0
Garments for infants (0 to 2 years) and children (3 to 13 years),2020/06,0
Garments for infants (0 to 2 years) and children (3 to 13 years),2020/07,0.070000000000000007
Garments for infants (0 to 2 years) and children (3 to 13 years),2020/08,-0.01
Garments for infants (0 to 2 years) and children (3 to 13 years),2020/09,-0.01
Garments for infants (0 to 2 years) and children (3 to 13 years),2020/10,0
Garments for infants (0 to 2 years) and children (3 to 13 years),2020/11,0
Garments for infants (0 to 2 years) and children (3 to 13 years),2020/12,-0.01
Garments for infants (0 to 2 years) and children (3 to 13 years),2021/01,0.029999999999999999
Garments for infants (0 to 2 years) and children (3 to 13 years),2021/02,0.02
Garments for infants (0 to 2 years) and children (3 to 13 years),2021/03,0
Garments for infants (0 to 2 years) and children (3 to 13 years),2021/04,0.01
Garments for infants (0 to 2 years) and children (3 to 13 years),2021/05,0.01
Garments for infants (0 to 2 years) and children (3 to 13 years),2021/06,0.01
Garments for infants (0 to 2 years) and children (3 to 13 years),2021/07,-0.040000000000000001
Garments for infants (0 to 2 years) and children (3 to 13 years),2021/08,0.029999999999999999
Garments for infants (0 to 2 years) and children (3 to 13 years),2021/09,0.01
Garments for infants (0 to 2 years) and children (3 to 13 years),2021/10,0.01
Other articles of clothing and clothing accessories,2020/01,0
Other articles of clothing and clothing accessories,2020/02,0
Other articles of clothing and clothing accessories,2020/03,0
Other articles of clothing and clothing accessories,2020/04,0
Other articles of clothing and clothing accessories,2020/05,0
Other articles of clothing and clothing accessories,2020/06,0
Other articles of clothing and clothing accessories,2020/07,0.01
Other articles of clothing and clothing accessories,2020/08,0
Other articles of clothing and clothing accessories,2020/09,0
Other articles of clothing and clothing accessories,2020/10,0
Other articles of clothing and clothing accessories,2020/11,0
Other articles of clothing and clothing accessories,2020/12,-0.01
Other articles of clothing and clothing accessories,2021/01,0.01
Other articles of clothing and clothing accessories,2021/02,0
Other articles of clothing and clothing accessories,2021/03,0
Other articles of clothing and clothing accessories,2021/04,0
Other articles of clothing and clothing accessories,2021/05,0
Other articles of clothing and clothing accessories,2021/06,0
Other articles of clothing and clothing accessories,2021/07,0
Other articles of clothing and clothing accessories,2021/08,0.01
Other articles of clothing and clothing accessories,2021/09,0
Other articles of clothing and clothing accessories,2021/10,0
Other articles of clothing,2020/01,0
Other articles of clothing,2020/02,0
Other articles of clothing,2020/03,0
Other articles of clothing,2020/04,0
Other articles of clothing,2020/05,0
Other articles of clothing,2020/06,0
Other articles of clothing,2020/07,0.01
Other articles of clothing,2020/08,0
Other articles of clothing,2020/09,0
Other articles of clothing,2020/10,0
Other articles of clothing,2020/11,0
Other articles of clothing,2020/12,-0.01
Other articles of clothing,2021/01,0.01
Other articles of clothing,2021/02,0
Other articles of clothing,2021/03,0
Other articles of clothing,2021/04,0
Other articles of clothing,2021/05,0
Other articles of clothing,2021/06,0
Other articles of clothing,2021/07,0
Other articles of clothing,2021/08,0.01
Other articles of clothing,2021/09,0
Other articles of clothing,2021/10,0
Clothing accessories,2020/01,0
Clothing accessories,2020/02,0
Clothing accessories,2020/03,0
Clothing accessories,2020/04,0
Clothing accessories,2020/05,0
Clothing accessories,2020/06,0
Clothing accessories,2020/07,0
Clothing accessories,2020/08,0
Clothing accessories,2020/09,0
Clothing accessories,2020/10,0
Clothing accessories,2020/11,0
Clothing accessories,2020/12,0
Clothing accessories,2021/01,0
Clothing accessories,2021/02,0
Clothing accessories,2021/03,0
Clothing accessories,2021/04,0
Clothing accessories,2021/05,0
Clothing accessories,2021/06,0
Clothing accessories,2021/07,0
Clothing accessories,2021/08,0
Clothing accessories,2021/09,0
Clothing accessories,2021/10,0
"Cleaning, repair and hire of clothing",2020/01,0
"Cleaning, repair and hire of clothing",2020/02,0
"Cleaning, repair and hire of clothing",2020/03,0
"Cleaning, repair and hire of clothing",2020/04,0
"Cleaning, repair and hire of clothing",2020/05,0
"Cleaning, repair and hire of clothing",2020/06,0
"Cleaning, repair and hire of clothing",2020/07,0
"Cleaning, repair and hire of clothing",2020/08,0
"Cleaning, repair and hire of clothing",2020/09,0
"Cleaning, repair and hire of clothing",2020/10,0
"Cleaning, repair and hire of clothing",2020/11,0
"Cleaning, repair and hire of clothing",2020/12,0
"Cleaning, repair and hire of clothing",2021/01,0
"Cleaning, repair and hire of clothing",2021/02,0
"Cleaning, repair and hire of clothing",2021/03,0
"Cleaning, repair and hire of clothing",2021/04,0
"Cleaning, repair and hire of clothing",2021/05,0
"Cleaning, repair and hire of clothing",2021/06,0
"Cleaning, repair and hire of clothing",2021/07,0
"Cleaning, repair and hire of clothing",2021/08,0
"Cleaning, repair and hire of clothing",2021/09,0
"Cleaning, repair and hire of clothing",2021/10,0
Cleaning of clothing,2020/01,0
Cleaning of clothing,2020/02,0
Cleaning of clothing,2020/03,0
Cleaning of clothing,2020/04,0
Cleaning of clothing,2020/05,0
Cleaning of clothing,2020/06,0
Cleaning of clothing,2020/07,0
Cleaning of clothing,2020/08,0
Cleaning of clothing,2020/09,0
Cleaning of clothing,2020/10,0
Cleaning of clothing,2020/11,0
Cleaning of clothing,2020/12,0
Cleaning of clothing,2021/01,0
Cleaning of clothing,2021/02,0
Cleaning of clothing,2021/03,0
Cleaning of clothing,2021/04,0
Cleaning of clothing,2021/05,0
Cleaning of clothing,2021/06,0
Cleaning of clothing,2021/07,0
Cleaning of clothing,2021/08,0
Cleaning of clothing,2021/09,0
Cleaning of clothing,2021/10,0
Repair and hire of clothing,2020/01,0
Repair and hire of clothing,2020/02,0
Repair and hire of clothing,2020/03,0
Repair and hire of clothing,2020/04,0
Repair and hire of clothing,2020/05,0
Repair and hire of clothing,2020/06,0
Repair and hire of clothing,2020/07,0
Repair and hire of clothing,2020/08,0
Repair and hire of clothing,2020/09,0
Repair and hire of clothing,2020/10,0
Repair and hire of clothing,2020/11,0
Repair and hire of clothing,2020/12,0
Repair and hire of clothing,2021/01,0
Repair and hire of clothing,2021/02,0
Repair and hire of clothing,2021/03,0
Repair and hire of clothing,2021/04,0
Repair and hire of clothing,2021/05,0
Repair and hire of clothing,2021/06,0
Repair and hire of clothing,2021/07,0
Repair and hire of clothing,2021/08,0
Repair and hire of clothing,2021/09,0
Repair and hire of clothing,2021/10,0
Footwear,2020/01,-0.01
Footwear,2020/02,0.01
Footwear,2020/03,0.01
Footwear,2020/04,-0.02
Footwear,2020/05,-0.02
Footwear,2020/06,-0.02
Footwear,2020/07,0.040000000000000001
Footwear,2020/08,-0.02
Footwear,2020/09,-0.02
Footwear,2020/10,-0.01
Footwear,2020/11,-0.01
Footwear,2020/12,-0.029999999999999999
Footwear,2021/01,0.029999999999999999
Footwear,2021/02,0.01
Footwear,2021/03,-0.02
Footwear,2021/04,0
Footwear,2021/05,-0.01
Footwear,2021/06,0.01
Footwear,2021/07,-0.02
Footwear,2021/08,0.040000000000000001
Footwear,2021/09,0.02
Footwear,2021/10,0.01
Other actual rentals,2020/01,0.01
Other actual rentals,2020/02,0.01
Other actual rentals,2020/03,0.01
Other actual rentals,2020/04,0.01
Other actual rentals,2020/05,0.01
Other actual rentals,2020/06,0.01
Other actual rentals,2020/07,0.01
Other actual rentals,2020/08,0.01
Other actual rentals,2020/09,0.01
Other actual rentals,2020/10,0.01
Other actual rentals,2020/11,0.01
Other actual rentals,2020/12,0
Other actual rentals,2021/01,0.01
Other actual rentals,2021/02,0.01
Other actual rentals,2021/03,0
Other actual rentals,2021/04,0
Other actual rentals,2021/05,0
Other actual rentals,2021/06,0
Other actual rentals,2021/07,0
Other actual rentals,2021/08,0
Other actual rentals,2021/09,0
Other actual rentals,2021/10,0
Maintenance and repair of the dwelling,2020/01,0.029999999999999999
Maintenance and repair of the dwelling,2020/02,0.029999999999999999
Maintenance and repair of the dwelling,2020/03,0.029999999999999999
Maintenance and repair of the dwelling,2020/04,0.02
Maintenance and repair of the dwelling,2020/05,0.02
Maintenance and repair of the dwelling,2020/06,0.02
Maintenance and repair of the dwelling,2020/07,0.02
Maintenance and repair of the dwelling,2020/08,0.02
Maintenance and repair of the dwelling,2020/09,0.02
Maintenance and repair of the dwelling,2020/10,0.01
Maintenance and repair of the dwelling,2020/11,0.01
Maintenance and repair of the dwelling,2020/12,0.01
Maintenance and repair of the dwelling,2021/01,0.02
Maintenance and repair of the dwelling,2021/02,0.02
Maintenance and repair of the dwelling,2021/03,0.02
Maintenance and repair of the dwelling,2021/04,0.029999999999999999
Maintenance and repair of the dwelling,2021/05,0.029999999999999999
Maintenance and repair of the dwelling,2021/06,0.029999999999999999
Maintenance and repair of the dwelling,2021/07,0.040000000000000001
Maintenance and repair of the dwelling,2021/08,0.050000000000000003
Maintenance and repair of the dwelling,2021/09,0.050000000000000003
Maintenance and repair of the dwelling,2021/10,0.059999999999999998
Water supply and miscellaneous services relating to the dwelling,2020/01,0.040000000000000001
Water supply and miscellaneous services relating to the dwelling,2020/02,0.040000000000000001
Water supply and miscellaneous services relating to the dwelling,2020/03,0.040000000000000001
Water supply and miscellaneous services relating to the dwelling,2020/04,0.029999999999999999
Water supply and miscellaneous services relating to the dwelling,2020/05,0.029999999999999999
Water supply and miscellaneous services relating to the dwelling,2020/06,0.029999999999999999
Water supply and miscellaneous services relating to the dwelling,2020/07,0.029999999999999999
Water supply and miscellaneous services relating to the dwelling,2020/08,0.02
Water supply and miscellaneous services relating to the dwelling,2020/09,0.02
Water supply and miscellaneous services relating to the dwelling,2020/10,0.02
Water supply and miscellaneous services relating to the dwelling,2020/11,0.029999999999999999
Water supply and miscellaneous services relating to the dwelling,2020/12,0.02
Water supply and miscellaneous services relating to the dwelling,2021/01,0.040000000000000001
Water supply and miscellaneous services relating to the dwelling,2021/02,0.050000000000000003
Water supply and miscellaneous services relating to the dwelling,2021/03,0.050000000000000003
Water supply and miscellaneous services relating to the dwelling,2021/04,0.050000000000000003
Water supply and miscellaneous services relating to the dwelling,2021/05,0.050000000000000003
Water supply and miscellaneous services relating to the dwelling,2021/06,0.050000000000000003
Water supply and miscellaneous services relating to the dwelling,2021/07,0.059999999999999998
Water supply and miscellaneous services relating to the dwelling,2021/08,0.059999999999999998
Water supply and miscellaneous services relating to the dwelling,2021/09,0.059999999999999998
Water supply and miscellaneous services relating to the dwelling,2021/10,0.059999999999999998
Electricity,2020/01,-0.02
Electricity,2020/02,-0.01
Electricity,2020/03,-0.02
Electricity,2020/04,-0.059999999999999998
Electricity,2020/05,-0.059999999999999998
Electricity,2020/06,-0.059999999999999998
Electricity,2020/07,-0.070000000000000007
Electricity,2020/08,-0.050000000000000003
Electricity,2020/09,-0.029999999999999999
Electricity,2020/10,-0.029999999999999999
Electricity,2020/11,-0.02
Electricity,2020/12,0.01
Electricity,2021/01,0.089999999999999997
Electricity,2021/02,0.02
Electricity,2021/03,0.089999999999999997
Electricity,2021/04,0.20000000000000001
Electricity,2021/05,0.22
Electricity,2021/06,0.23000000000000001
Electricity,2021/07,0.22
Electricity,2021/08,0.26000000000000001
Electricity,2021/09,0.31
Electricity,2021/10,0.42999999999999999
Gas,2020/01,-0.070000000000000007
Gas,2020/02,-0.080000000000000002
Gas,2020/03,-0.089999999999999997
Gas,2020/04,-0.089999999999999997
Gas,2020/05,-0.089999999999999997
Gas,2020/06,-0.089999999999999997
Gas,2020/07,-0.089999999999999997
Gas,2020/08,-0.080000000000000002
Gas,2020/09,-0.080000000000000002
Gas,2020/10,-0.059999999999999998
Gas,2020/11,-0.059999999999999998
Gas,2020/12,-0.059999999999999998
Gas,2021/01,-0.02
Gas,2021/02,0
Gas,2021/03,0.02
Gas,2021/04,0.080000000000000002
Gas,2021/05,0.089999999999999997
Gas,2021/06,0.11
Gas,2021/07,0.25
Gas,2021/08,0.28000000000000003
Gas,2021/09,0.31
Gas,2021/10,0.44
Natural gas and town gas,2020/01,-0.070000000000000007
Natural gas and town gas,2020/02,-0.080000000000000002
