nombre_provincia,date,value
Teruel,2020/10,-0.7
Teruel,2020/11,-1
Teruel,2020/12,-1
Teruel,2021/01,-0.1
Teruel,2021/02,-0.3
Teruel,2021/03,1.4
Teruel,2021/04,2.3
Teruel,2021/05,3
Teruel,2021/06,2.9
Teruel,2021/07,3.2
Teruel,2021/08,3.4
Teruel,2021/09,3.9
Teruel,2021/10,5.3
Toledo,2020/01,1.6
Toledo,2020/02,0.9
Toledo,2020/03,-0.2
Toledo,2020/04,-1.2
Toledo,2020/05,-1.6
Toledo,2020/06,-0.7
Toledo,2020/07,-1.1
Toledo,2020/08,-0.7
Toledo,2020/09,-0.7
Toledo,2020/10,-1.3
Toledo,2020/11,-1.5
Toledo,2020/12,-1
Toledo,2021/01,0
Toledo,2021/02,-0.3
Toledo,2021/03,1.5
Toledo,2021/04,2.8
Toledo,2021/05,3.8
Toledo,2021/06,3.6
Toledo,2021/07,4.1
Toledo,2021/08,4.4
Toledo,2021/09,5.3
Toledo,2021/10,6.8
Valencia/València,2020/01,0.8
Valencia/València,2020/02,0.5
Valencia/València,2020/03,-0.3
Valencia/València,2020/04,-1
Valencia/València,2020/05,-1.1
Valencia/València,2020/06,-0.5
Valencia/València,2020/07,-0.5
Valencia/València,2020/08,-0.6
Valencia/València,2020/09,-0.3
Valencia/València,2020/10,-0.8
Valencia/València,2020/11,-0.6
Valencia/València,2020/12,-0.5
Valencia/València,2021/01,0.5
Valencia/València,2021/02,0.2
Valencia/València,2021/03,1.8
Valencia/València,2021/04,2.5
Valencia/València,2021/05,3.1
Valencia/València,2021/06,2.9
Valencia/València,2021/07,2.8
Valencia/València,2021/08,3.3
Valencia/València,2021/09,4
Valencia/València,2021/10,5.4
Valladolid,2020/01,1.2
Valladolid,2020/02,0.8
Valladolid,2020/03,-0.1
Valladolid,2020/04,-1
Valladolid,2020/05,-1
Valladolid,2020/06,-0.5
Valladolid,2020/07,-0.8
Valladolid,2020/08,-0.7
Valladolid,2020/09,-0.6
Valladolid,2020/10,-1.2
Valladolid,2020/11,-1.2
Valladolid,2020/12,-1
Valladolid,2021/01,0.2
Valladolid,2021/02,-0.4
Valladolid,2021/03,1.1
Valladolid,2021/04,2.2
Valladolid,2021/05,2.7
Valladolid,2021/06,2.8
Valladolid,2021/07,3.1
Valladolid,2021/08,3.5
Valladolid,2021/09,4.4
Valladolid,2021/10,5.7
Zamora,2020/01,1.2
Zamora,2020/02,0.9
Zamora,2020/03,-0.2
Zamora,2020/04,-0.8
Zamora,2020/05,-1.1
Zamora,2020/06,-0.3
Zamora,2020/07,-0.8
Zamora,2020/08,-0.5
Zamora,2020/09,-0.2
Zamora,2020/10,-0.5
Zamora,2020/11,-0.7
Zamora,2020/12,-0.4
Zamora,2021/01,0.6
Zamora,2021/02,0.1
Zamora,2021/03,1.6
Zamora,2021/04,2.3
Zamora,2021/05,3.1
Zamora,2021/06,2.7
Zamora,2021/07,3.3
Zamora,2021/08,3.7
Zamora,2021/09,4.4
Zamora,2021/10,5.8
Zaragoza,2020/01,1
Zaragoza,2020/02,0.7
Zaragoza,2020/03,-0.1
Zaragoza,2020/04,-1
Zaragoza,2020/05,-1.2
Zaragoza,2020/06,-0.5
Zaragoza,2020/07,-0.6
Zaragoza,2020/08,-0.6
Zaragoza,2020/09,-0.4
Zaragoza,2020/10,-0.7
Zaragoza,2020/11,-0.7
Zaragoza,2020/12,-0.5
Zaragoza,2021/01,0.7
Zaragoza,2021/02,-0.1
Zaragoza,2021/03,1.6
Zaragoza,2021/04,2.5
Zaragoza,2021/05,3.2
Zaragoza,2021/06,3.1
Zaragoza,2021/07,3.1
Zaragoza,2021/08,3.6
Zaragoza,2021/09,4.2
Zaragoza,2021/10,5.7
